word,word_sen,word_sen_trans,trans,example
coat,"Billy! Put your coat on , it’s cold outside!",比利！穿上外套，外面很冷！,"n.外套
v.覆盖…的表面
","1. Billy! Put your coat on , it’s cold outside!
比利！穿上外套，外面很冷！
2. The kids took off their coats and threw them on the floor.
孩子们脱下外套扔在地板上。
3. I need a new winter coat .
我需要一件新的冬衣。
4. The lab assistants wear long white coats.
实验室助手穿着白色的长外套。
"
calendar,"There was a calendar on the wall above, with large squares around the dates.",墙的上方曾有一本日历，日期框在大方格里。,"n.日历；[天] 历法；日程表
v.将…列入表中；将…排入日程表
","1. There was a calendar on the wall above, with large squares around the dates.
墙的上方曾有一本日历，日期框在大方格里。
"
dazzle,"And, though the gleams blind and dazzle, yet do they convey a hint of beauty and serenity greater than we have known or imagined.",虽然这光芒令人眼花缭乱，但它确实给予我们一种不曾经历和无法想象的美感和静谧的启示。,"n.耀眼的光；灿烂
v.使……目眩；使……眼花
","1. And, though the gleams blind and dazzle, yet do they convey a hint of beauty and serenity greater than we have known or imagined.
虽然这光芒令人眼花缭乱，但它确实给予我们一种不曾经历和无法想象的美感和静谧的启示。
2. But strong flashes do more than just dazzle one's friends—they distort the quality of the picture.
不过强闪光不仅仅是闪得被拍的朋友眼花缭乱——强闪光也会使照片失真变形。
"
anniversary,Jack and Kim celebrated their twentieth wedding anniversary in January.,1月，杰克和金庆祝了他们的结婚20周年纪念日。,"n.周年纪念日
","1. Jack and Kim celebrated their twentieth wedding anniversary in January.
1月，杰克和金庆祝了他们的结婚20周年纪念日。
"
cable,cables and switches for computers,电脑的缆线和开关,"n.缆绳；电缆；海底电报
v.打电报
","1. cables and switches for computers
电脑的缆线和开关
"
kite,She has a blue and green kite.,她有一只蓝色和绿色的风筝。,"n.风筝
v.使用空头支票；像风筝一样飞；轻快地移动
","1. She has a blue and green kite.
她有一只蓝色和绿色的风筝。
2. The child tailed his kite.
小孩儿给自己的风筝装了尾巴。
3. He tried to fly his kite.
他试图放飞他的风筝。
"
disrupt,Traffic was disrupted by a hoax bomb.,有人虚报有炸弹，造成了交通混乱。,"v.破坏；使瓦解；使分裂；使中断；使陷于混乱
adj.分裂的，中断的；分散的
","1. Traffic was disrupted by a hoax bomb.
有人虚报有炸弹，造成了交通混乱。
2. Climate change could disrupt the agricultural economy.
气候变化可能给农业经济带来不良影响。
"
acid,sulphuric acid,硫酸,"n.酸；<俚>迷幻药
adj.酸的；讽刺的；刻薄的
","1. sulphuric acid
硫酸
"
retrieve,The new version of the software automatically retrieves digital information.,新版软件会自动检索数字信息。,"v.[计] 检索；恢复；重新得到
n.[计] 检索；恢复，取回
","1. The new version of the software automatically retrieves digital information.
新版软件会自动检索数字信息。
"
vitamin,Try to eat foods that are rich in vitamins and minerals.,尽量吃富含维生素和矿物质的食物。,"n.[生化] 维生素；[生化] 维他命
","1. Try to eat foods that are rich in vitamins and minerals.
尽量吃富含维生素和矿物质的食物。
"
fruitful,Today’s meeting proved more fruitful than last week’s.,事实证明今天的会议比上星期的更有成效。,"adj.富有成效的；多产的；果实结得多的
","1. Today’s meeting proved more fruitful than last week’s.
事实证明今天的会议比上星期的更有成效。
2. a busy and fruitful time
忙碌而有成效的一段时间
3. a fruitful source of information
有用的信息来源
"
peanut,a packet of roasted peanuts,一袋烤花生,"n.花生
","1. a packet of roasted peanuts
一袋烤花生
"
thermal,thermal energy,热能,"adj.热的；热量的；保热的
n.上升的热气流
","1. thermal energy
热能
"
shuttle,He took the Washington - New York shuttle.,他乘坐华盛顿－纽约的往返班机。,"n.航天飞机；穿梭；梭子；穿梭班机、公共汽车等
v.使穿梭般来回移动；短程穿梭般运送
","1. He took the Washington - New York shuttle.
他乘坐华盛顿－纽约的往返班机。
"
cue,She stood nervously in the wings waiting for her cue.,她紧张地站在台侧等待出场的提示。,"n.提示，暗示；线索
v.给…暗示
","1. She stood nervously in the wings waiting for her cue.
她紧张地站在台侧等待出场的提示。
"
historic,a historic meeting of world leaders,具有历史意义的世界领导人会议,"adj.有历史意义的；历史上著名的
","1. a historic meeting of world leaders
具有历史意义的世界领导人会议
2. ‘It is a historic moment ,’ he told journalists.
“那是历史性的一刻。”他告诉新闻记者。
"
hatred,A look of pure hatred flashed across her face.,她脸上闪过十足的仇恨表情。,"n.憎恨；怨恨；敌意
","1. A look of pure hatred flashed across her face.
她脸上闪过十足的仇恨表情。
2. the old hatreds and prejudices that simmered below the surface
长久以来憋在心中的仇恨与偏见
"
stroke,She died following a massive stroke.,她重度中风后去世了。,"n.（游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚
v.（用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
","1. She died following a massive stroke.
她重度中风后去世了。
2. a stroke patient
中风患者
"
torment,Seth was tormented by feelings of guilt.,塞思被负罪感折磨着。,"v.折磨，使痛苦；纠缠，作弄
n.痛苦，苦恼；痛苦的根源
","1. Seth was tormented by feelings of guilt.
塞思被负罪感折磨着。
"
numerous,Numerous attempts have been made to hide the truth.,为掩盖事实作了很多尝试。,"adj.许多的，很多的
","1. Numerous attempts have been made to hide the truth.
为掩盖事实作了很多尝试。
2. The two leaders have worked together on numerous occasions.
那两位领导人已经多次合作。
"
burglar,Burglars broke into their home.,窃贼闯进了他们家。,"n.夜贼，窃贼
","1. Burglars broke into their home.
窃贼闯进了他们家。
"
privacy,each individual’s right to privacy,每个人的隐私权,"n.隐私；秘密；隐居；隐居处
","1. each individual’s right to privacy
每个人的隐私权
"
strawberry,...strawberries and cream.,…奶油草莓。,"n.草莓；草莓色
","1. ...strawberries and cream.
…奶油草莓。
"
antenna,television antennas,电视机天线,"n.[电讯] 天线；[动] 触角，[昆] 触须
","1. television antennas
电视机天线
"
recorder,Rodney put the recorder on the desk top and pushed the play button.,罗德尼把录音机放在桌面上，按下了播放键。,"n.录音机；记录器；记录员；八孔直笛
","1. Rodney put the recorder on the desk top and pushed the play button.
罗德尼把录音机放在桌面上，按下了播放键。
"
creep,"He crept back up the stairs, trying to avoid the ones that creaked.",他蹑手蹑脚地回楼上，尽量避开那些嘎吱作响的梯级。,"v.爬行；蔓延；慢慢地移动；起鸡皮疙瘩
n.爬行；毛骨悚然的感觉；谄媚者
","1. He crept back up the stairs, trying to avoid the ones that creaked.
他蹑手蹑脚地回楼上，尽量避开那些嘎吱作响的梯级。
"
inflation,Inflation is now at over 16%.,通货膨胀率现已超过16%。,"n.膨胀；通货膨胀；夸张；自命不凡
","1. Inflation is now at over 16%.
通货膨胀率现已超过16%。
"
compartment,a first-class compartment,头等舱,"n.[建] 隔间；区划；卧车上的小客房
vt.分隔；划分
","1. a first-class compartment
头等舱
"
incident,Am I at risk because of some incident in my sexual past?,我过去性生活中的某件事会使我处于危险境地吗？,"n.事件，事变；插曲
adj.[光] 入射的；附带的；易发生的，伴随而来的
","1. Am I at risk because of some incident in my sexual past?
我过去性生活中的某件事会使我处于危险境地吗？
2. Roads were sealed off because of a major incident.
因为发生重大事故，道路被封锁了。
"
shore,We could see a boat about a mile from shore.,我们看见离岸边大约一英里的地方有一艘船。,"v.支撑，使稳住；用支柱撑住
n.海滨；支柱
","1. We could see a boat about a mile from shore.
我们看见离岸边大约一英里的地方有一艘船。
2. Only a few survivors reached the shore.
仅有几个生还者到达岸边。
3. She began to swim to shore.
她开始朝岸边游去。
"
pardon,Walter begged her pardon for all the pain he had caused her.,沃尔特请求她原谅自己给她造成那么多痛苦。,"n.原谅；赦免；宽恕
v.原谅；赦免；宽恕
","1. Walter begged her pardon for all the pain he had caused her.
沃尔特请求她原谅自己给她造成那么多痛苦。
"
empire,the Roman empire,罗马帝国,"n.帝国；帝王统治，君权
","1. the Roman empire
罗马帝国
"
ministry,...the Ministry of Justice.,…司法部。,"n.（政府的）部门
","1. ...the Ministry of Justice.
…司法部。
"
tape,a photo stuck to the wall with tape,用胶布贴在墙上的照片,"n.胶带；磁带；带子；卷尺
v.录音；用带子捆扎；用胶布把…封住
","1. a photo stuck to the wall with tape
用胶布贴在墙上的照片
"
holy,the holy city of Varanasi,圣城瓦拉纳西,"adj.圣洁的，神圣的；至善的
n.神圣的东西
","1. the holy city of Varanasi
圣城瓦拉纳西
"
fiber,And remember nuts like almonds with their skins on have more fiber than those without.,记住，向杏仁那样有皮的坚果比那些没有皮的更富含纤维素。,"n.纤维；光纤（等于fibre）
","1. And remember nuts like almonds with their skins on have more fiber than those without.
记住，向杏仁那样有皮的坚果比那些没有皮的更富含纤维素。
2. While they bite into the fruit, they could savor the various blends of fiber and juices.
当他们咬一口水果，他们可以尝到各种水果纤维和汁液的混合。
3. Not only do they offer antioxidants, they contain higher content of vitamins, minerals, and fiber.
它们不仅提供抗氧化剂，还含有较高含量的维生素、矿物质和纤维。
"
quiz,a biology quiz,生物测验,"n.考查；恶作剧；课堂测验
v.挖苦；张望；对…进行测验
","1. a biology quiz
生物测验
"
melody,They played some lovely melodies.,他们演奏了一些动听的曲子。,"n.旋律；歌曲；美妙的音乐
","1. They played some lovely melodies.
他们演奏了一些动听的曲子。
2. a haunting melody
难以忘怀的曲调
"
fertile,800 acres of fertile cropland,800英亩的肥沃耕地,"adj.富饶的，肥沃的；能生育的
","1. 800 acres of fertile cropland
800英亩的肥沃耕地
"
portion,Do you have any children’s portions?,你们有儿童餐吗？,"n.部分；一份；命运
v.分配；给…嫁妆
","1. Do you have any children’s portions?
你们有儿童餐吗？
"
manuscript,"Unfortunately, parts of the original manuscript have been lost.",遗憾的是，部分原始手稿丢失了。,"n.[图情] 手稿；原稿
adj.手写的
","1. Unfortunately, parts of the original manuscript have been lost.
遗憾的是，部分原始手稿丢失了。
"
green,beautiful green eyes,漂亮的碧眼,"adj.绿色的；青春的
n.绿色；青春
v.使…变绿色
","1. beautiful green eyes
漂亮的碧眼
2. Raw coffee beans are green in colour.
生咖啡豆是绿色的。
"
greet,Belinda greeted her warmly.,贝琳达热情地招呼她。,"v.欢迎，迎接；致敬，致意；映入眼帘
n.(Greet)人名；(英)格里特
","1. Belinda greeted her warmly.
贝琳达热情地招呼她。
"
famine,the great potato famine in Ireland,爱尔兰严重的土豆荒,"n.饥荒；饥饿，奇缺
","1. the great potato famine in Ireland
爱尔兰严重的土豆荒
2. A million people are facing famine .
一百万人正面临饥荒。
"
hollow,a hollow tree,空心树,"adj.空的；中空的，空腹的；凹的；虚伪的
n.洞；山谷；窟窿
v.使成为空洞
adv.彻底地；无用地
","1. a hollow tree
空心树
"
narrative,At several points in the narrative the two stories cross.,叙述中两条故事线多次交织在一起。,"n.叙述；故事；讲述
adj.叙事的，叙述的；叙事体的
","1. At several points in the narrative the two stories cross.
叙述中两条故事线多次交织在一起。
"
nylon,nylon fabric,尼龙织物,"n.尼龙，[纺] 聚酰胺纤维；尼龙袜
","1. nylon fabric
尼龙织物
2. The tent was made of nylon.
那顶帐篷是尼龙做的。
"
snap,A twig snapped under my feet.,一根细枝在我脚下嚓一声断开了。,"v.突然折断，拉断；猛咬；啪地关上
n.猛咬；劈啪声；突然折断
adj.突然的
","1. A twig snapped under my feet.
一根细枝在我脚下嚓一声断开了。
"
defect,All the cars are tested for defects before they leave the factory.,所有汽车在出厂前都经过品质检验。,"n.缺点，缺陷；不足之处
v.变节；叛变
","1. All the cars are tested for defects before they leave the factory.
所有汽车在出厂前都经过品质检验。
2. a genetic defect
遗传缺陷
"
dragon,,,"n.龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
",
acre,They own 200 acres of farmland.,他们拥有200英亩农田。,"n.土地，地产；英亩
","1. They own 200 acres of farmland.
他们拥有200英亩农田。
2. a 200-acre wood
一片200英亩的林地
"
honest,"He was a hard-working, honest man.",他勤奋老实。,"adj.诚实的，实在的；可靠的；坦率的
","1. He was a hard-working, honest man.
他勤奋老实。
2. Ann had an honest face.
安有一张诚实的面孔。
"
postage,How much is the postage for a postcard?,寄一张明信片的邮资是多少？,"n.邮资，邮费
","1. How much is the postage for a postcard?
寄一张明信片的邮资是多少？
"
revolt,He was revolted by the smell.,那气味让他恶心。,"v.反抗；反叛；反感，厌恶
n.反抗；叛乱；反感
","1. He was revolted by the smell.
那气味让他恶心。
"
preposition,There is nothing in the rules of grammar to suggest that ending a sentence with a preposition is wrong.,在语法规则中没有哪一条表明以介词结束一个句子是错误的。,"n.介词；前置词
","1. There is nothing in the rules of grammar to suggest that ending a sentence with a preposition is wrong.
在语法规则中没有哪一条表明以介词结束一个句子是错误的。
"
flood,Towns and cities all over the country have been flooded.,全国各地的城镇都被淹没了。,"v.淹没；充满；溢出
n.洪水；泛滥；一大批
","1. Towns and cities all over the country have been flooded.
全国各地的城镇都被淹没了。
2. The houses down by the river flood quite regularly.
沿河的房屋常遭水淹。
"
aircraft,The return flight of the aircraft was delayed.,飞机的返回航程被推迟了。,"n.飞机，航空器
","1. The return flight of the aircraft was delayed.
飞机的返回航程被推迟了。
"
liver,"Three weeks ago, it was discovered the cancer had spread to his liver.",三周前，发现癌已扩散到了他的肝脏。,"n.肝脏；生活者，居民
","1. Three weeks ago, it was discovered the cancer had spread to his liver.
三周前，发现癌已扩散到了他的肝脏。
"
invade,"The Romans invaded Britain 2,000 years ago.","2,000年前古罗马人入侵了英国。","v.侵略；侵袭；侵扰；涌入
","1. The Romans invaded Britain 2,000 years ago.
2,000年前古罗马人入侵了英国。
"
necklace,...a diamond necklace and matching earrings.,…一条钻石项链和与之相配的耳环。,"n.项链
","1. ...a diamond necklace and matching earrings.
…一条钻石项链和与之相配的耳环。
"
rabbit,The rabbit disappeared in the bushes.,那只兔子消失在树丛中。,"n.兔子，野兔
v.让…见鬼去吧
","1. The rabbit disappeared in the bushes.
那只兔子消失在树丛中。
2. At this time, a robust rabbit said: ""No, or eat me !
这时，一只健壮的兔子又说：“不，还是先吃我吧！
"
commonwealth,"...the Asian, Caribbean and African members of the commonwealth.",…英联邦在亚洲、加勒比海和非洲的成员国。,"n.联邦；共和国；国民整体
","1. ...the Asian, Caribbean and African members of the commonwealth.
…英联邦在亚洲、加勒比海和非洲的成员国。
"
defeat,They hoped to defeat the enemy at sea.,他们希望在海上击败敌人。,"v.击败，战胜；挫败；使…失败
n.失败的事实；击败的行为
","1. They hoped to defeat the enemy at sea.
他们希望在海上击败敌人。
"
giggle,If you can’t stop giggling you’ll have to leave the room.,如果你再咯咯地笑个不停，就给我离开屋子。,"v.傻笑；咯咯地笑
n.吃吃的笑
","1. If you can’t stop giggling you’ll have to leave the room.
如果你再咯咯地笑个不停，就给我离开屋子。
2. She gave a little giggle.
她咯咯地笑了一下。
"
remnant,Beneath the present church were remnants of Roman flooring.,在目前的这座教堂下面还有残余的古罗马地板。,"n.剩余
adj.剩余的
","1. Beneath the present church were remnants of Roman flooring.
在目前的这座教堂下面还有残余的古罗马地板。
"
sparkle,the sparkle of the diamonds,钻石的光芒,"n.闪耀；火花；活力
v.使闪耀；使发光
","1. the sparkle of the diamonds
钻石的光芒
"
resolution,a resolution calling for a ban on dumping nuclear waste,要求禁止倾倒核废物的决议,"n.[物] 分辨率；决议；解决；决心
","1. a resolution calling for a ban on dumping nuclear waste
要求禁止倾倒核废物的决议
2. They have failed to comply with the resolution.
他们没有遵守决议。
"
shove,He shoved her towards the car.,他推着她走向汽车。,"v.挤；强使；撞；猛推
n.推；挤
","1. He shoved her towards the car.
他推着她走向汽车。
2. Everyone was pushing and shoving to see the prince.
大家都推着挤着要看王子。
"
reassure,Teachers reassured anxious parents.,老师们安慰焦急的父母。,"v.使…安心，使消除疑虑
","1. Teachers reassured anxious parents.
老师们安慰焦急的父母。
"
seal,Check seals on fridges and freezers regularly.,定期检查冰箱和冰柜的密封装置。,"n.密封；印章；海豹；封条；标志
v.密封；盖章
","1. Check seals on fridges and freezers regularly.
定期检查冰箱和冰柜的密封装置。
"
seam,"She was repairing Billy’s trousers, where the seam had come undone.",她在补比利裤子的开线处。,"n.缝；接缝
v.缝合；接合；使留下伤痕
","1. She was repairing Billy’s trousers, where the seam had come undone.
她在补比利裤子的开线处。
2. Join the shoulder seams together.
把肩部缝起来。
"
leaflet,Campaigners handed out leaflets on passive smoking.,发起人分发了关于被动吸烟的传单。,"n.小叶；传单
","1. Campaigners handed out leaflets on passive smoking.
发起人分发了关于被动吸烟的传单。
"
vocabulary,Teachers were impressed by his vocabulary.,他的词汇量给老师们留下了深刻的印象。,"n.词汇；词表；词汇量
","1. Teachers were impressed by his vocabulary.
他的词汇量给老师们留下了深刻的印象。
"
provision,The agreement includes a provision for each side to check the other side’s weapons.,协议有项规定，允许双方互查武器。,"n.规定；条款；准备；[经] 供应品
v.供给…食物及必需品
","1. The agreement includes a provision for each side to check the other side’s weapons.
协议有项规定，允许双方互查武器。
"
notwithstanding,"His relations with colleagues, differences of opinion notwithstanding, were unfailingly friendly.",他与同事们尽管有意见分歧，但关系一直很融洽。,"adv.尽管，仍然
prep.尽管，虽然
conj.虽然
","1. His relations with colleagues, differences of opinion notwithstanding, were unfailingly friendly.
他与同事们尽管有意见分歧，但关系一直很融洽。
"
motel,The gas station just neighbours to the motel.,加油站就在汽车旅馆的附近。,"n.汽车旅馆
","1. The gas station just neighbours to the motel.
加油站就在汽车旅馆的附近。
2. I also have to get back to the motel. The manager took my passport last night, and now he and the passport are nowhere to be found.
我也必须回到汽车旅馆去，因为旅馆经理昨天晚上拿走了我的护照，到现在为止他本人和我的护照都不知所踪。
"
convenient,Mail-order catalogs are a convenient way to shop.,使用邮购目录是一种方便的购物方式。,"adj.方便的；[废语]适当的；[口语]近便的；实用的
","1. Mail-order catalogs are a convenient way to shop.
使用邮购目录是一种方便的购物方式。
2. My secretary will call you to arrange a convenient time to meet.
我的秘书会打电话给你安排一个方便的时间见面。
"
wife,Have you met my wife?,你见过我的妻子吗？,"n.妻子，已婚妇女；夫人
","1. Have you met my wife?
你见过我的妻子吗？
2. a refuge for battered wives
受虐待妻子庇护所
3. his second wife
他的第二任妻子
"
locality,weather reports from several different localities,来自几个不同地区的天气报告,"n.所在；位置；地点
","1. weather reports from several different localities
来自几个不同地区的天气报告
"
meditate,Silently she meditated revenge.,她默默地计划着复仇。,"v.考虑；计划；企图
","1. Silently she meditated revenge.
她默默地计划着复仇。
"
blueprint,"By changing the tomato’s genetic blueprint , scientists can alter the rate at which it ripens.",科学家可以通过改变番茄的基因蓝图来改变它的成熟速度。,"v.计划；制成蓝图
n.蓝图，设计图；计划
","1. By changing the tomato’s genetic blueprint , scientists can alter the rate at which it ripens.
科学家可以通过改变番茄的基因蓝图来改变它的成熟速度。
"
shout,There’s no need to shout! I can hear you!,用不着大声喊叫！我听得见！,"v.呼喊；喊叫；大声说
n.呼喊；呼叫
","1. There’s no need to shout! I can hear you!
用不着大声喊叫！我听得见！
2. ‘Watch out!’she shouted, as the car started to move.
“小心！”汽车开动时，她大声喊道。
"
dynasty,The Habsburg dynasty ruled in Austria from 1278 to 1918.,哈布斯堡王朝在1278至1918年间统治奥地利。,"n.王朝，朝代
","1. The Habsburg dynasty ruled in Austria from 1278 to 1918.
哈布斯堡王朝在1278至1918年间统治奥地利。
"
horsepower,a two-hundred horsepower engine,两百马力的发动机,"n.马力（功率单位）
","1. a two-hundred horsepower engine
两百马力的发动机
2. the superior horsepower of a Volkswagen
大众汽车的强劲动力
"
yellow,yellow flowers,黄花,"adj.黄色的；黄皮肤的
n.黄色；黄种人；黄色颜料
v.使变黄或发黄
","1. yellow flowers
黄花
"
garbage,Can you take out the garbage when you go?,你走的时候把垃圾带出去好吗？,"n.垃圾；废物
","1. Can you take out the garbage when you go?
你走的时候把垃圾带出去好吗？
"
sunshine,We had three days of spring sunshine.,我们享受了三天的春日阳光。,"n.阳光；愉快；晴天；快活
","1. We had three days of spring sunshine.
我们享受了三天的春日阳光。
"
fourteen,He used to work fourteen hours a day.,他过去一天工作14个小时。,"num.十四；十四个；第十四
n.十四的记号；十四岁；十四点钟；十五世纪
","1. He used to work fourteen hours a day.
他过去一天工作14个小时。
2. I started playing the guitar when I was fourteen (= 14 years old ) .
我14岁开始弹吉他。
"
bureau,the Federal Bureau of Investigation,联邦调查局,"n.局，处；衣柜；办公桌
","1. the Federal Bureau of Investigation
联邦调查局
"
certify,The accounts were certified by an auditor.,这些账目经审计员核实过。,"v.证明；保证
","1. The accounts were certified by an auditor.
这些账目经审计员核实过。
"
static,The number of young people obtaining qualifications has remained static or decreased.,获得各种资格证书的年轻人的数量一直保持不变或者已经减少。,"adj.静态的；静电的；静力的
n.静电；静电干扰
","1. The number of young people obtaining qualifications has remained static or decreased.
获得各种资格证书的年轻人的数量一直保持不变或者已经减少。
"
panda,The caged panda chafed against the bars.,笼子里的大熊猫贴在栅栏上蹭它的身体。,"n.熊猫；猫熊
","1. The caged panda chafed against the bars.
笼子里的大熊猫贴在栅栏上蹭它的身体。
2. No. If the panda  has not quit by morning .
不，如果明天早上那熊猫还不走
"
log,They log for a living.,他们以伐木为生。,"v.伐木
n.记录；航行日志；原木
","1. They log for a living.
他们以伐木为生。
"
tangle,My hair tangles easily.,我的头发很容易打结。,"n.纠纷；混乱状态
v.使纠缠；处于混乱状态
","1. My hair tangles easily.
我的头发很容易打结。
"
magnificent,a magnificent performance,气势恢宏的演出,"adj.高尚的；壮丽的；华丽的；宏伟的
","1. a magnificent performance
气势恢宏的演出
2. The twelve-mile coastline has magnificent sce-nery.
这12英里的海岸线景色壮观。
3. She looked magnificent in a long red dress.
她穿着红色长裙，看起来美极了。
"
marvelous,,,"adj.了不起的；非凡的；令人惊异的；不平常的
",
swear,Don’t swear in front of the children.,不要在孩子们面前说粗话。,"v.发誓；咒骂
n.宣誓；诅咒
","1. Don’t swear in front of the children.
不要在孩子们面前说粗话。
"
blade,a razor blade,剃刀刀片,"n.叶片；刀片，刀锋；剑
","1. a razor blade
剃刀刀片
"
magnetic,magnetic forces,磁力,"adj.地磁的；有磁性的；有吸引力的
","1. magnetic forces
磁力
"
sniff,He opened the milk and sniffed it.,他打开牛奶闻了闻。,"v.嗅；嗤之以鼻
n.吸，闻；嗤之以鼻；气味；以鼻吸气；吸气声
","1. He opened the milk and sniffed it.
他打开牛奶闻了闻。
2. At last the sobs ceased, to be replaced by sniffs.
最后呜咽声终于停止了，取而代之的是抽鼻子的声音。
"
