word,word_sen,word_sen_trans,trans,example
sprout,Move the pots outside when the seeds begin to sprout.,种子开始发芽时把盆搬到外面去。,"v.发芽；长芽
n.芽；萌芽；苗芽
","1. Move the pots outside when the seeds begin to sprout.
种子开始发芽时把盆搬到外面去。
2. Trees were starting to sprout new leaves.
树上开始抽出新叶。
"
comprise,"The house comprises two bedrooms, a kitchen, and a living room.",这座房子有两间卧室、一间厨房和一间起居室。,"v.包含；由…组成
","1. The house comprises two bedrooms, a kitchen, and a living room.
这座房子有两间卧室、一间厨房和一间起居室。
"
coarse,a jacket of coarse wool,粗羊毛夹克衫,"adj.粗糙的；粗俗的；下等的
","1. a jacket of coarse wool
粗羊毛夹克衫
"
sew,I learned to sew at school.,我在学校学会了缝纫。,"v.缝合，缝上；缝纫
","1. I learned to sew at school.
我在学校学会了缝纫。
"
terminate,The court ruled that the contract must be terminated.,法庭裁决该合同必须终止。,"v.使终止；使结束；解雇
adj.结束的
","1. The court ruled that the contract must be terminated.
法庭裁决该合同必须终止。
2. a woman’s decision on whether or not to terminate the pregnancy
女子关于是否终止妊娠的决定
"
merry,"He marched off, whistling a merry tune.",他吹着一首欢快的曲子大步走了。,"adj.愉快的；微醉的；嬉戏作乐的
n.甜樱桃
","1. He marched off, whistling a merry tune.
他吹着一首欢快的曲子大步走了。
"
ruby,...a ruby and diamond ring.,…一枚红宝石钻戒。,"n.红宝石；红宝石色
adj.红宝石色的
vt.使带红宝石色
","1. ...a ruby and diamond ring.
…一枚红宝石钻戒。
"
monarch,,,"n.君主，帝王；最高统治者
",
consensus,The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.,欧盟财政部长会议未能就一体化的进度达成共识。,"n.一致；舆论；合意
","1. The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.
欧盟财政部长会议未能就一体化的进度达成共识。
2. the current consensus of opinion
目前观点上的一致
3. The general consensus was that technology was a good thing.
大家都认为科技是好东西。
4. the consensus politics of the fifties
50年代的共识政治
"
plural,"""Data"" is the Latin plural form of ""datum.""",“”是“”的拉丁语复数形式。,"adj.复数的
n.复数
","1. ""Data"" is the Latin plural form of ""datum.""
“”是“”的拉丁语复数形式。
"
instantaneous,modern methods of instantaneous communication,现代的即时通信方法,"adj.瞬间的；即时的；猝发的
","1. modern methods of instantaneous communication
现代的即时通信方法
"
dictation,There were no secretaries available to take dictation (= write down what someone is saying ) .,身边没有秘书记录口授内容。,"n.听写；口述；命令
","1. There were no secretaries available to take dictation (= write down what someone is saying ) .
身边没有秘书记录口授内容。
"
skate,The children skated on the frozen pond.,孩子们在结冰的池塘上滑冰。,"v.滑冰；滑过
n.溜冰；冰鞋
","1. The children skated on the frozen pond.
孩子们在结冰的池塘上滑冰。
"
slaughter,Hundreds of innocent civilians had been slaughtered by government troops.,数百名无辜平民遭政府军屠杀。,"v.屠宰，屠杀；杀戮；使惨败
n.屠宰，屠杀；杀戮；消灭
","1. Hundreds of innocent civilians had been slaughtered by government troops.
数百名无辜平民遭政府军屠杀。
"
audio,audio and video equipment,音频视频设备,"adj.声音的；[声] 音频的，[声] 声频的
","1. audio and video equipment
音频视频设备
"
correspondence,The magazine is unable to enter into any correspondence on medical matters.,本杂志无法答复有关医学方面的来信。,"n.通信；一致；相当
","1. The magazine is unable to enter into any correspondence on medical matters.
本杂志无法答复有关医学方面的来信。
2. All correspondence between us must cease.
我们之间的所有通信必须停止。
"
audit,Each year they audit our accounts and certify them as being true and fair.,每年他们都会审核我们的账目，以证明其准确合理。,"v.审计；[审计] 查账
n.审计；[审计] 查账
","1. Each year they audit our accounts and certify them as being true and fair.
每年他们都会审核我们的账目，以证明其准确合理。
"
deceit,an atmosphere of hypocrisy and deceit,充满虚伪和欺骗的氛围,"n.欺骗；谎言；欺诈手段
","1. an atmosphere of hypocrisy and deceit
充满虚伪和欺骗的氛围
"
throne,He is next in line to the throne (= will become king when the present ruler dies ) .,他是第一王位继承人。,"n.王座；君主；王权
v.登上王座
","1. He is next in line to the throne (= will become king when the present ruler dies ) .
他是第一王位继承人。
2. In 1913, George V was on the throne (= was ruling ) .
1913年乔治五世在位。
"
sandwich,"Carefully split the sponge ring, then sandwich the two halves together with whipped cream.",小心地切开海绵蛋糕圈，然后在两半中间夹上生奶油。,"v.夹入；挤进；把做成三明治
n.三明治；夹心面包
","1. Carefully split the sponge ring, then sandwich the two halves together with whipped cream.
小心地切开海绵蛋糕圈，然后在两半中间夹上生奶油。
"
wedding,She’s busy planning her daughter’s wedding.,她正忙着筹备女儿的婚礼。,"n.婚礼，婚宴；结婚；结合
v.与…结婚（wed的ing形式）
","1. She’s busy planning her daughter’s wedding.
她正忙着筹备女儿的婚礼。
2. When is the wedding?
婚礼是什么时候？
"
recollect,All I recollect is a grey sky.,我只记得一片灰色的天空。,"v.回忆，想起
","1. All I recollect is a grey sky.
我只记得一片灰色的天空。
"
passport,I have an Irish passport.,我持爱尔兰护照。,"n.护照，通行证；手段
","1. I have an Irish passport.
我持爱尔兰护照。
2. They need to check that your passport is in order.
他们要检查一下你的护照是否有效。
"
fringe,a tall girl with straight brown hair and a fringe,一头棕色直发、留着刘海的高个子女孩,"n.边缘；穗；刘海
adj.边缘的；附加的
v.加穗于
","1. a tall girl with straight brown hair and a fringe
一头棕色直发、留着刘海的高个子女孩
2. The monarchists are a small fringe group who quarrel fiercely among themselves.
君主制拥护者们是个边缘性小团体，内部争吵激烈。
"
scorn,Researchers greeted the proposal with scorn.,研究者们对这个提议报以轻蔑的态度。,"n.轻蔑；嘲笑；藐视的对象
v.轻蔑；藐视；不屑做
","1. Researchers greeted the proposal with scorn.
研究者们对这个提议报以轻蔑的态度。
"
recipe,a recipe book,一本烹饪书,"n.食谱；[临床] 处方；秘诀；烹饪法
","1. a recipe book
一本烹饪书
"
glide,Waiters glide between tightly packed tables bearing trays of pasta.,侍者们托着一盘盘的意大利面食在拥挤的餐桌间自如穿行。,"v.滑翔；滑行；悄悄地走；消逝
n.滑翔；滑行；滑移；滑音
","1. Waiters glide between tightly packed tables bearing trays of pasta.
侍者们托着一盘盘的意大利面食在拥挤的餐桌间自如穿行。
"
collar,He grabbed me by the collar.,他抓住我的衣领。,"n.衣领；颈圈
v.抓住；给…上领子；给…套上颈圈
","1. He grabbed me by the collar.
他抓住我的衣领。
2. He loosened his collar and tie .
他松开了领子和领带。
"
chew,This meat’s so tough I can hardly chew it!,这肉太老了，我几乎嚼不动！,"n.咀嚼；咀嚼物
v.嚼碎，咀嚼
","1. This meat’s so tough I can hardly chew it!
这肉太老了，我几乎嚼不动！
"
renaissance,...the Renaissance masterpieces in London's galleries.,…伦敦美术馆里文艺复兴时期的杰作。,"n.文艺复兴（欧洲14至17世纪）
","1. ...the Renaissance masterpieces in London's galleries.
…伦敦美术馆里文艺复兴时期的杰作。
"
weekend,Are you doing anything nice this weekend?,这个周末你有什么好的安排？,"n.周末，周末休假；周末聚会
adj.周末的，周末用的
v.度周末
","1. Are you doing anything nice this weekend?
这个周末你有什么好的安排？
2. Tony has been unwell over the weekend (= during the weekend ).
托尼这个周末身体不舒服。
3. We’re going to Paris for a long weekend (= Saturday and Sunday, and also Friday or Monday, or both ).
我们要到巴黎去度一个长周末。
"
apparatus,Astronauts have special breathing apparatus.,航天员有专门的呼吸装装备。,"n.装置，设备；仪器；器官
","1. Astronauts have special breathing apparatus.
航天员有专门的呼吸装装备。
"
approximate,What is the approximate number of students in each class?,每个班大致有多少学生？,"v.近似；使…接近；粗略估计
adj.[数] 近似的；大概的
","1. What is the approximate number of students in each class?
每个班大致有多少学生？
2. These percentages are only approximate.
这些百分比仅仅是近似值。
"
cradle,She rocked the cradle to quieten the child.,她摇动摇篮，让宝宝安静下来。,"n.摇篮；发源地；发祥地；支船架
v.抚育；把搁在支架上；把放在摇篮内
","1. She rocked the cradle to quieten the child.
她摇动摇篮，让宝宝安静下来。
"
inhibit,An unhappy family life may inhibit children’s learning.,不幸福的家庭生活可能会阻碍儿童的学习。,"v.抑制；禁止
","1. An unhappy family life may inhibit children’s learning.
不幸福的家庭生活可能会阻碍儿童的学习。
"
chef,a master chef,手艺高超的厨师长,"n.厨师，大师傅
","1. a master chef
手艺高超的厨师长
2. a pastry chef
糕饼师傅
"
auditorium,Anderson was to sing at the Constitution Hall auditorium.,安德森将要在宪法厅的观众席演唱。,"n.礼堂，会堂；观众席
","1. Anderson was to sing at the Constitution Hall auditorium.
安德森将要在宪法厅的观众席演唱。
"
pigeon,Many journalists here choose to pigeon all but the most innocuous of stories.,除了平淡乏味的报道，这儿的新闻记者将一切通过鸽子传递出去。,"n.鸽子
","1. Many journalists here choose to pigeon all but the most innocuous of stories.
除了平淡乏味的报道，这儿的新闻记者将一切通过鸽子传递出去。
2. As the name implies, pigeon is an awkward pose, and it happens to be the most challenging for me.
顾名思义，鸽子式是一个很棘手的姿势，它对于我来说是最有挑战性的。
3. Start slow with forward bends and calf stretches, move on to pigeon pose and plow at the end.
开始时缓慢的前倾伸展和小腿伸展，然后摆出鸽子的姿势再是犁头的姿势。
"
avail,We searched the whole area but all to no avail. Robbie had disappeared.,我们找遍了整个地区但毫无结果，罗比失踪了。,"n.效用，利益
v.有益于，有益于；使对某人有利。
","1. We searched the whole area but all to no avail. Robbie had disappeared.
我们找遍了整个地区但毫无结果，罗比失踪了。
2. Guests should feel at liberty to avail themselves of your facilities.
客人们应可以随意使用你们的设施。
"
credential,,,"n.证书；凭据；国书
",
displace,Coal has been displaced by natural gas as a major source of energy.,作为一种主要能源，煤的地位已为天然气所取代。,"v.取代；置换；转移；把…免职；排水
","1. Coal has been displaced by natural gas as a major source of energy.
作为一种主要能源，煤的地位已为天然气所取代。
2. immigrants who displace US workers in the job market
在就业市场上取代美国工人的移民
"
considerate,He was always kind and considerate.,他总是很善良，为别人着想。,"adj.体贴的；体谅的；考虑周到的
","1. He was always kind and considerate.
他总是很善良，为别人着想。
"
delivery,Most Indian restaurants offer free delivery.,大多数印度餐馆提供免费外送服务。,"n.[贸易] 交付；分娩；递送
","1. Most Indian restaurants offer free delivery.
大多数印度餐馆提供免费外送服务。
2. You can expect delivery in a week to ten days.
你可以在一周至十天内收到货物。
3. fresh milk deliveries
新鲜牛奶递送
"
sob,He began sobbing uncontrollably .,他不由自主地抽噎起来。,"v.啜泣，呜咽；（风等）发出呜咽声
n.啜泣，呜咽
","1. He began sobbing uncontrollably .
他不由自主地抽噎起来。
2. Her sobs grew louder.
她的呜咽声变得更大了。
"
spectacular,a mountainous area with spectacular scenery,景色壮丽的山区,"adj.壮观的，惊人的；公开展示的
","1. a mountainous area with spectacular scenery
景色壮丽的山区
2. a spectacular success
辉煌的成就
"
terrify,Her husband’s violence terrified her.,丈夫的暴力行为让她感到害怕。,"v.恐吓；使恐怖；使害怕
","1. Her husband’s violence terrified her.
丈夫的暴力行为让她感到害怕。
"
hammer,the sound of hammering and sawing,锤打和拉锯的声音,"v.锤击；敲打；重复
n.铁锤；链球；[解剖] 锤骨；音锤
","1. the sound of hammering and sawing
锤打和拉锯的声音
"
highland,"Once an isolated highland, it has been the home shared by people of more than 10 nationalities, with pure blue sky, clear and beautiful lake as well as the legendary matriarchal community.",这里曾是与世界隔离的地方，一个10多个民族混居的地方。 有高原上湛蓝纯净的天空，清澈美丽的湖水，还有传说中的母系社会。,"n.高地；丘陵地带
adj.高原的；高地的
","1. Once an isolated highland, it has been the home shared by people of more than 10 nationalities, with pure blue sky, clear and beautiful lake as well as the legendary matriarchal community.
这里曾是与世界隔离的地方，一个10多个民族混居的地方。 有高原上湛蓝纯净的天空，清澈美丽的湖水，还有传说中的母系社会。
2. There are a number of Highland Games held through the highlands Scotland.
有大量的高地游戏存在于苏格兰的丘陵地带。
"
apparent,"He did well in his exams, despite his apparent lack of interest in his work.",他考得很好，尽管表面上他对功课不感兴趣。,"adj.显然的；表面上的
","1. He did well in his exams, despite his apparent lack of interest in his work.
他考得很好，尽管表面上他对功课不感兴趣。
"
ashore,Several dead birds had been washed ashore.,几只死鸟被冲上了岸。,"adv.在岸上；向岸
adj.在岸上的；在陆上的
","1. Several dead birds had been washed ashore.
几只死鸟被冲上了岸。
"
nominate,This week one of them will be nominated by the Democratic Party for the presidency of the United States.,本周他们中的一人将被民主党提名为美国总统职位的候选人。,"v.推荐；提名；任命；指定
","1. This week one of them will be nominated by the Democratic Party for the presidency of the United States.
本周他们中的一人将被民主党提名为美国总统职位的候选人。
"
jacket,Gene has to wear a jacket and tie to work.,吉恩上班得穿西装打领带。,"n.羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹
v.给…穿夹克；给…装护套；给…包上护封；〈口〉打
","1. Gene has to wear a jacket and tie to work.
吉恩上班得穿西装打领带。
"
polar,"As our climate warms up, the polar ice caps will begin to melt.",随着地球气候逐渐变暖，极地的冰冠将开始融化。,"adj.极地的；两极的；正好相反的
n.极面；极线
","1. As our climate warms up, the polar ice caps will begin to melt.
随着地球气候逐渐变暖，极地的冰冠将开始融化。
"
scout,He sent three scouts ahead to take a look at the bridge.,他派出三名侦察兵到前面侦察大桥的情况。,"n.搜索，侦察；侦察员；侦察机
v.侦察；跟踪，监视；发现
","1. He sent three scouts ahead to take a look at the bridge.
他派出三名侦察兵到前面侦察大桥的情况。
"
simultaneous,They grabbed each other’s hands in simultaneous panic.,他们俩同时惊慌起来，相互抓住对方的手。,"adj.同时的；联立的；同时发生的
n.同时译员
","1. They grabbed each other’s hands in simultaneous panic.
他们俩同时惊慌起来，相互抓住对方的手。
2. Up to twenty users can have simultaneous access to the system.
最多可有20名用户同时登该系统。
3. The speeches will be broadcast live, with simultaneous translation (= immediate translation, as the person is speaking ) into English.
这些演讲将作现场直播，并配有英语同声传译。
"
disregard,He ordered the jury to disregard the witness’s last statement.,他指示陪审团忽略证人的最后一句话。,"v.忽视；不理；漠视；不顾
n.忽视；不尊重
","1. He ordered the jury to disregard the witness’s last statement.
他指示陪审团忽略证人的最后一句话。
2. Mark totally disregarded my advice.
马克完全不听我的建议。
"
scholarship,Her latest publication is a fine piece of scholarship.,她最新出版的作品是一部优秀的学术著作。,"n.奖学金；学识，学问
","1. Her latest publication is a fine piece of scholarship.
她最新出版的作品是一部优秀的学术著作。
"
pollute,beaches polluted by raw sewage,受未经处理的污水污染的海滩,"v.污染；玷污；败坏
","1. beaches polluted by raw sewage
受未经处理的污水污染的海滩
2. The factory pollutes the air and water.
那家工厂污染了空气和水。
"
stern,It is placed in the stern of a boat.,它被放在船尾。,"n.船尾；末端
adj.严厉的；坚定的
","1. It is placed in the stern of a boat.
它被放在船尾。
"
triangle,a triangle of land,一块三角地,"n.三角（形）；三角关系；三角形之物；三人一组
","1. a triangle of land
一块三角地
"
accommodation,The price for the holiday includes flights and accommodation.,度假的价格包括机票和住宿。,"n.住处，膳宿；调节；和解；预订铺位
","1. The price for the holiday includes flights and accommodation.
度假的价格包括机票和住宿。
2. living accommodations for the crews
船员的起居舱
3. travel and hotel accommodations
旅行及酒店住宿
4. {""COLLOINEXA"":[""rented accommodation""]}
租用的住处
5. secure accommodation for young offenders
严密看管的少年犯囚室
6. Universities have to provide student accommodation for first-year students.
大学必须为一年级生提供学生宿舍。
"
tobacco,...Cuba's tobacco crop.,…古巴的烟草作物。,"n.烟草，烟叶；烟草制品；抽烟
","1. ...Cuba's tobacco crop.
…古巴的烟草作物。
"
expenditure,huge cuts in public expenditure ,大幅度削减公共开支,"n.支出，花费；经费，消费额
","1. huge cuts in public expenditure 
大幅度削减公共开支
2. government expenditure on education
政府的教育开支
3. {""GLOSS"":[""spending by a company on buildings, machinery, equipment etc""],""COLLOINEXA"":[""capital expenditure""]}
〔公司的〕资本开支
"
chap,a decent sort of chap,一个正派的小伙子,"n.小伙子；家伙；龟裂
v.使皲裂
","1. a decent sort of chap
一个正派的小伙子
"
chat,John and I sat up until the early hours chatting.,我和约翰聊到凌晨才睡。,"v.聊天；闲谈
n.聊天；闲谈
","1. John and I sat up until the early hours chatting.
我和约翰聊到凌晨才睡。
"
beloved,He never recovered from the death of his beloved daughter.,他一直没有走出失去爱女的阴影。,"adj.心爱的；挚爱的
n.心爱的人；亲爱的教友
","1. He never recovered from the death of his beloved daughter.
他一直没有走出失去爱女的阴影。
2. He’s always talking about his beloved computer!
他老是在谈论他的宝贝电脑！
"
faulty,Customers may ask for a refund if the goods are faulty.,商品有问题的话，顾客可以要求退货。,"adj.有错误的；有缺点的
","1. Customers may ask for a refund if the goods are faulty.
商品有问题的话，顾客可以要求退货。
2. a faulty gene that causes breast cancer
引起乳腺癌的一种缺陷基因
"
lever,Pull this lever to open the gate.,拉此横杆开启大门。,"n.杠杆；控制杆
v.用杠杆撬动；把…作为杠杆
","1. Pull this lever to open the gate.
拉此横杆开启大门。
"
ski,ski slopes,滑雪坡,"n.滑雪橇
v.滑雪
adj.滑雪（用）的
","1. ski slopes
滑雪坡
2. a ski resort (= where people can go skiing )
滑雪度假胜地
3. ...the Swiss ski resort of Klosters.
…瑞士的克洛斯特斯滑雪胜地。
4. ...a private ski instructor.
…一位私人滑雪教练。
"
november,,,"n.十一月
",
premise,Schools may earn extra money by renting out their premises.,学校通过出租房屋场地可以获取额外收入。,"v.引出，预先提出；作为…的前提
n.前提；上述各项；房屋连地基
","1. Schools may earn extra money by renting out their premises.
学校通过出租房屋场地可以获取额外收入。
2. business premises
企业经营场所
"
escort,a police escort ,警察护卫队,"n.陪同；护航舰；护卫队；护送者
v.护送；陪同；为…护航
","1. a police escort 
警察护卫队
"
indulge,"His mother spoiled him, indulging his every whim.",他母亲对他纵容娇惯，百依百顺。,"v.满足；纵容；使高兴；使沉迷于…
","1. His mother spoiled him, indulging his every whim.
他母亲对他纵容娇惯，百依百顺。
"
suck,They waited in silence and sucked their sweets.,他们静静地等着，吮着糖果。,"v.吸吮；吸取
n.吮吸
","1. They waited in silence and sucked their sweets.
他们静静地等着，吮着糖果。
"
league,the National Socialist League,国家社会主义联盟,"n.联盟；社团；范畴
v.使…结盟；与…联合
","1. the National Socialist League
国家社会主义联盟
"
textile,"Their main exports are textiles, especially silk and cotton.",他们的主要出口商品是纺织品，尤其是丝绸和棉布。,"n.纺织品，织物
adj.纺织的
","1. Their main exports are textiles, especially silk and cotton.
他们的主要出口商品是纺织品，尤其是丝绸和棉布。
"
encyclopedia,the Encyclopedia of Music,音乐百科全书,"n.百科全书（亦是encyclopaedia）
","1. the Encyclopedia of Music
音乐百科全书
"
whichever,,,"pron.任何一个；无论哪个
adj.无论哪个；无论哪些
",
blouse,a silk blouse,丝质女衬衫,"n.宽松的上衣；女装衬衫
vt.使…宽松下垂
vi.宽松下垂
","1. a silk blouse
丝质女衬衫
"
stuff,I’ve got some sticky stuff on my shoe.,我鞋子上有什么黏糊糊的东西。,"n.东西；材料；填充物；素材资料
v.塞满；填塞；让吃饱
","1. I’ve got some sticky stuff on my shoe.
我鞋子上有什么黏糊糊的东西。
2. How do you think you’re going to fit all that stuff into the car?
你说这么多东西你怎么装进车里？
3. I felt sorry for the ones who had to eat the awful stuff.
我很同情那些只能吃这种难吃东西的人。
4. Where’s all the camping stuff?
野营用的东西都在哪儿？
"
bridge,He walked back over the railway bridge.,他从铁路桥上走了回去。,"n.桥；桥牌；桥接器；船桥
v.架桥；渡过
","1. He walked back over the railway bridge.
他从铁路桥上走了回去。
"
heroine,The heroine is a senior TV executive.,女主人公是一位电视台高级主管。,"n.女主角；女英雄；女杰出人物
","1. The heroine is a senior TV executive.
女主人公是一位电视台高级主管。
"
erosion,the problem of soil erosion,水土流失的问题,"n.侵蚀，腐蚀
","1. the problem of soil erosion
水土流失的问题
2. the erosion of the coastline
海岸线受到的侵蚀
"
conjunction,The worksheets are designed to be used in conjunction with the new course books.,这些活页练习题专门用来与新课本配套使用。,"n.结合；[语] 连接词；同时发生
","1. The worksheets are designed to be used in conjunction with the new course books.
这些活页练习题专门用来与新课本配套使用。
"
adverse,They fear it could have an adverse effect on global financial markets.,他们担心这会对全球金融市场产生不利影响。,"adj.不利的；相反的；敌对的（名词adverseness，副词adversely）
","1. They fear it could have an adverse effect on global financial markets.
他们担心这会对全球金融市场产生不利影响。
2. Miller’s campaign has received a good deal of adverse publicity .
米勒的竞选活动招来许多负面报道。
"
awful,The weather was awful.,天气很糟糕。,"adj.可怕的；极坏的；使人敬畏的
","1. The weather was awful.
天气很糟糕。
"
