word,word_sen,word_sen_trans,trans,example
possession,That information is not in our possession.,那则信息不归我们所有。,"n.拥有；财产；领地；自制；着迷
","1. That information is not in our possession.
那则信息不归我们所有。
2. How did the painting come into your possession (= how did you get it ) ?
这幅画是怎么到你手上的？
3. The finance company now has possession of the house.
这家金融公司目前拥有这所房子。
4. We didn’t take possession of (= get and start using ) the car until a few days after the auction.
拍卖会过后几天我们才正式拿到那辆车。
"
slight,a slight improvement,些许的改进,"adj.轻微的，少量的；脆弱的；细长的；不重要的
v.轻视，忽略；怠慢
n.怠慢；轻蔑
","1. a slight improvement
些许的改进
2. a slight increase
少许的增加
3. a slight change of plan
计划的略微变动
4. a slight pause
稍稍的停顿
5. a slight problem
小问题
"
dilute,dilute hydrochloric acid,稀盐酸,"adj.稀释的；淡的
v.稀释；冲淡；削弱
","1. dilute hydrochloric acid
稀盐酸
"
poke,One of the nurses poked her head around the door.,其中一名护士从门里探出头来。,"v.刺，捅；戳；伸出；刺探；闲荡
n.戳；刺；袋子；懒汉
","1. One of the nurses poked her head around the door.
其中一名护士从门里探出头来。
"
sake,,,"n.目的；利益；理由；日本米酒
",
retire,"At the age when most people retire, he is ready to face a new career.",在大多数人退休的年纪，他准备要面对一项新事业。,"v.退休；撤退；退却
n.退休；退隐；退兵信号
","1. At the age when most people retire, he is ready to face a new career.
在大多数人退休的年纪，他准备要面对一项新事业。
"
erroneous,His economic predictions are based on some erroneous assumptions.,他的经济预测是基于错误假设之上的。,"adj.错误的；不正确的
","1. His economic predictions are based on some erroneous assumptions.
他的经济预测是基于错误假设之上的。
"
coupon,The coupon entitles you to ten cents off your next purchase.,这张优惠券可以让你在下次购物时节省10分钱。,"n.息票；赠券；联票；[经] 配给券
","1. The coupon entitles you to ten cents off your next purchase.
这张优惠券可以让你在下次购物时节省10分钱。
"
curb,measures to curb the spread of the virus,控制病毒扩散的措施,"n.抑制；路边；勒马绳
v.控制；勒住
","1. measures to curb the spread of the virus
控制病毒扩散的措施
"
museum,the Museum of Modern Art,现代艺术博物馆,"n.博物馆
","1. the Museum of Modern Art
现代艺术博物馆
2. The museum has an extensive collection of early photographs.
这座博物馆藏有大量早期的照片。
"
proficiency,I brought her proficiency up to the required level.,我把她的熟练程度提高到所规定的水平。,"n.精通，熟练
","1. I brought her proficiency up to the required level.
我把她的熟练程度提高到所规定的水平。
2. With study and practice, almost anyone can do it with some level of proficiency, but most people don't learn how to think critically or analytically—nor are they even aware of its value.
通过学习和实践，几乎任何人都能以不同的熟练程度来掌握它，但是大多数人都不会去学习如何进行批判性或分析性思维，或者说，他们根本意识不到其价值。
3. How do you think of your proficiency in written and spoken English?
你认为你的书面 英语和 口语熟练程度如何？
"
unexpected,The experiment produced some unexpected results.,这次试验产生了一些意想不到的结果。,"adj.意外的，想不到的
","1. The experiment produced some unexpected results.
这次试验产生了一些意想不到的结果。
2. Her death was totally unexpected.
她的死完全出人意料。
3. Hague’s announcement was not entirely unexpected.
黑格的声明并非完全出乎意料。
"
decorate,Children’s pictures decorated the walls of the classroom.,教室的墙上装点着儿童画。,"v.装饰；布置；授勋给
","1. Children’s pictures decorated the walls of the classroom.
教室的墙上装点着儿童画。
"
integrity,the territorial integrity of the country,国家的领土完整,"n.完整；正直；诚实；廉正
","1. the territorial integrity of the country
国家的领土完整
"
fragile,Be careful with that vase – it’s very fragile.,小心那只花瓶——很容易打碎的。,"adj.脆的；易碎的
","1. Be careful with that vase – it’s very fragile.
小心那只花瓶——很容易打碎的。
2. fragile bones
脆弱的骨头
"
prestige,The king wanted to enhance his prestige through war.,国王想通过战争来提高自己的威信。,"n.威望，声望；声誉
","1. The king wanted to enhance his prestige through war.
国王想通过战争来提高自己的威信。
2. This little-known British firm has now gained considerable prestige .
这家名不见经传的英国公司如今已经声名鹊起。
3. the personal prestige attached to owning a large property
拥有大房子所带来的体面
"
assure,"The document is genuine, I can assure you .",我能向你保证，这文件是真的。,"v.保证；担保；使确信；弄清楚
","1. The document is genuine, I can assure you .
我能向你保证，这文件是真的。
"
excitement,We were both new to the excitements of life in the big city.,我们俩都是初次感受大城市多姿多彩的生活。,"n.兴奋；刺激；令人兴奋的事物
","1. We were both new to the excitements of life in the big city.
我们俩都是初次感受大城市多姿多彩的生活。
"
predecessor,Kennedy’s predecessor as President was the war hero Dwight Eisenhower.,肯尼迪总统的前任是战争英雄德怀特·艾森豪威尔。,"n.前任，前辈
","1. Kennedy’s predecessor as President was the war hero Dwight Eisenhower.
肯尼迪总统的前任是战争英雄德怀特·艾森豪威尔。
"
drawback,It’s a great city – the only drawback is the weather.,这是座很不错的城市，唯一的不足就是天气。,"n.缺点，不利条件；退税
","1. It’s a great city – the only drawback is the weather.
这是座很不错的城市，唯一的不足就是天气。
"
affirm,The general affirmed rumors of an attack.,将军证实了袭击的传闻。,"v.肯定；断言
","1. The general affirmed rumors of an attack.
将军证实了袭击的传闻。
"
underlie,the one basic principle that underlies all of the party’s policies,贯穿该党各项政策的那一条基本原则,"v.成为……的基础；位于……之下
","1. the one basic principle that underlies all of the party’s policies
贯穿该党各项政策的那一条基本原则
"
fade,Hopes of a peace settlement are beginning to fade.,达成和平协议的希望日渐渺茫。,"v.褪色；凋谢；逐渐消失
adj.平淡的；乏味的
n.[电影][电视] 淡出；[电影][电视] 淡入
","1. Hopes of a peace settlement are beginning to fade.
达成和平协议的希望日渐渺茫。
2. Over the years her beauty had faded a little.
岁月流逝，她的美貌已略逊当年。
"
plausible,His story certainly sounds plausible.,他的叙述听上去当然很合理。,"adj.貌似可信的，花言巧语的；貌似真实的，貌似有理的
","1. His story certainly sounds plausible.
他的叙述听上去当然很合理。
2. a plausible explanation
说得过去的解释
"
snack,I grabbed a quick snack.,我赶紧吃了点零食。,"n.小吃，快餐；一份，部分
v.吃快餐，吃点心
","1. I grabbed a quick snack.
我赶紧吃了点零食。
2. Drinks and light snacks are served at the bar.
酒吧里供应饮料和小吃。
3. snack foods like crisps and peanuts
炸薯片和花生之类的小吃
"
preference,Do you have a colour preference ?,你有什么颜色上的偏好吗？,"n.偏爱，倾向；优先权
","1. Do you have a colour preference ?
你有什么颜色上的偏好吗？
2. Parents may be able to express a preference as to the school their child will attend.
家长也许可以表明愿意让孩子就读哪所学校。
3. The amount of sugar you add will depend on personal preference .
加多少糖取决于个人的喜好。
4. Many elderly people expressed a strong preference to live in their own homes.
许多老年人强烈表示喜欢住在自己的家里。
"
seize,Suddenly he seized my hand.,他突然抓住我的手。,"v.抓住；夺取；理解；逮捕
","1. Suddenly he seized my hand.
他突然抓住我的手。
"
rake,The searchlight raked the open ground around the prison.,探照灯在监狱周围的空地上来回扫射。,"v.搜索；用耙子耙；掠过，擦过
n.耙子；斜度；钱耙；放荡的人，浪子
","1. The searchlight raked the open ground around the prison.
探照灯在监狱周围的空地上来回扫射。
"
inherent,Every business has its own inherent risks.,每笔生意本身都有风险。,"adj.固有的；内在的；与生俱来的，遗传的
","1. Every business has its own inherent risks.
每笔生意本身都有风险。
"
dispute,What happened next is hotly disputed .,关于后来发生了什么，争论很激烈。,"v.辩论；怀疑；阻止；抗拒
n.辩论；争吵
","1. What happened next is hotly disputed .
关于后来发生了什么，争论很激烈。
"
emigrate,He emigrated to Belgium.,他移民去了比利时。,"v.移居；移居外国
","1. He emigrated to Belgium.
他移民去了比利时。
"
vicious,Sarah can be quite vicious at times.,萨拉有时相当狠毒。,"adj.恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的
n.(Vicious)人名；(英)维舍斯
","1. Sarah can be quite vicious at times.
萨拉有时相当狠毒。
2. a vicious personal attack on the Duchess
对公爵夫人恶毒的人身攻击
3. She was shocked by the vicious tone in his voice.
她对他恶毒的语气感到震惊。
"
exotic,exotic birds,外国的奇异鸟类,"adj.异国的；外来的；异国情调的
","1. exotic birds
外国的奇异鸟类
2. exotic places
有异国风情的地方
"
realistic,Is this a realistic target?,这个目标能够实现吗？,"adj.现实的；现实主义的；逼真的；实在论的
","1. Is this a realistic target?
这个目标能够实现吗？
"
muscular,"She was fast and strong, with a slender, muscular body.",她动作敏捷，身体强壮，身材苗条，肌肉结实。,"adj.肌肉的；肌肉发达的；强健的
","1. She was fast and strong, with a slender, muscular body.
她动作敏捷，身体强壮，身材苗条，肌肉结实。
2. He’s very muscular.
他很强壮。
"
farther,We decided not to go any farther.,我们决定不再往前走了。,"adv.更远地；此外；更进一步地
adj.进一步的；更远的（far的比较级）
","1. We decided not to go any farther.
我们决定不再往前走了。
2. Most of them were locals, but some had come from farther afield (= a greater distance away ) .
他们大部分是当地人，但也有一些来自较远的地方。
"
waste,excessive waste in state spending,政府支出方面的过度浪费,"n.浪费；废物；荒地；损耗；地面风化物
v.浪费；消耗；使荒芜
adj.废弃的；多余的；荒芜的
","1. excessive waste in state spending
政府支出方面的过度浪费
"
cricket,,,"n.板球，板球运动；蟋蟀
",
preach,"He traveled the southern states, preaching the gospel .",他游历南方各州宣讲福音。,"v.说教；讲道；鼓吹；传道；反复灌输
n.说教
","1. He traveled the southern states, preaching the gospel .
他游历南方各州宣讲福音。
"
grieve,"My aunt, it grieves me to say, gets things confused.",我的姑妈，说起来我很难过，她有点颠三倒四的。,"v.使悲伤，使苦恼
n.(Grieve)人名；(英)格里夫
","1. My aunt, it grieves me to say, gets things confused.
我的姑妈，说起来我很难过，她有点颠三倒四的。
"
bruise,minor cuts and bruises,轻微的伤口和淤青,"n.擦伤；挫伤；青肿
v.使受瘀伤；使受挫伤
","1. minor cuts and bruises
轻微的伤口和淤青
"
daytime,Can I take your daytime telephone number (= the number of the telephone you use during the day ) ?,你能把你的日间电话号码给我吗？,"n.日间，白天
","1. Can I take your daytime telephone number (= the number of the telephone you use during the day ) ?
你能把你的日间电话号码给我吗？
2. daytime television
日间电视节目
"
fame,He claims he is not really interested in fame.,他称自己对出名真的没有兴趣。,"n.名声，名望；传闻，传说
vt.使闻名，使有名望
","1. He claims he is not really interested in fame.
他称自己对出名真的没有兴趣。
"
terrific,That’s a terrific idea!,这个主意真棒！,"adj.极好的；极其的，非常的；可怕的
","1. That’s a terrific idea!
这个主意真棒！
2. The actress who played the lawyer was terrific.
扮演律师的女演员表演十分出色。
"
embed,One of the bullets passed through Andrea's chest before embedding itself in a wall.,其中一颗子弹穿过安德烈亚的胸膛然后嵌入一面墙中。,"v.栽种；使嵌入，使插入；使深留脑中
","1. One of the bullets passed through Andrea's chest before embedding itself in a wall.
其中一颗子弹穿过安德烈亚的胸膛然后嵌入一面墙中。
"
nowadays,Nowadays people are rarely shocked by the sex they see on television.,如今人们在电视上看见性爱镜头不太会感到吃惊了。,"adv.现今；时下
n.当今
","1. Nowadays people are rarely shocked by the sex they see on television.
如今人们在电视上看见性爱镜头不太会感到吃惊了。
2. Most people nowadays are aware of the importance of a healthy diet.
现在大多数人都明白健康饮食的重要性。
"
efficient,a very efficient secretary,效率高的秘书,"adj.有效率的；有能力的；生效的
","1. a very efficient secretary
效率高的秘书
2. an efficient use of land
土地的有效使用
3. Lighting is now more energy efficient.
如今的照明设备更加节能。
"
officer,a commanding officer of the SAS,英国空军特种部队的一名指挥官,"n.军官，警官；公务员，政府官员；船长
v.指挥
","1. a commanding officer of the SAS
英国空军特种部队的一名指挥官
"
external,the external appearance of the building,大楼的外观,"adj.外部的；表面的；[药] 外用的；外国的；外面的
n.外部；外观；外面
","1. the external appearance of the building
大楼的外观
"
surge,a device that protects your computer against electrical surges,一台计算机电涌保护设备,"n.汹涌；大浪，波涛；汹涌澎湃；巨涌
v.汹涌；起大浪，蜂拥而来
","1. a device that protects your computer against electrical surges
一台计算机电涌保护设备
"
faculty,Both faculty and students oppose the measures.,教师和学生都反对这些措施。,"n.科，系；能力；全体教员
","1. Both faculty and students oppose the measures.
教师和学生都反对这些措施。
"
depart,Flights by Air Europe depart Gatwick on Tuesdays.,欧洲航空公司的航班每逢周二从盖特威克机场起飞。,"v.离开；出发，起程；违反；去世
adj.逝世的
","1. Flights by Air Europe depart Gatwick on Tuesdays.
欧洲航空公司的航班每逢周二从盖特威克机场起飞。
"
liberate,"A few days later, our armies liberated the city.",几天以后，我军解放了这座城市。,"v.解放；放出；释放
","1. A few days later, our armies liberated the city.
几天以后，我军解放了这座城市。
"
register,The tanker is registered in Rotterdam.,这艘油轮是在鹿特丹登记的。,"v.登记；注册；记录；挂号邮寄；把…挂号；正式提出
n.登记；注册；记录；寄存器；登记簿
","1. The tanker is registered in Rotterdam.
这艘油轮是在鹿特丹登记的。
"
incur,The government had also incurred huge debts.,政府也已承受了大笔债务。,"v.招致，引发；蒙受
","1. The government had also incurred huge debts.
政府也已承受了大笔债务。
"
comfort,"I dress for comfort, not fashion.",我穿衣服只讲舒服，不追求时髦。,"n.安慰；舒适；安慰者
v.安慰；使（痛苦等）缓和
","1. I dress for comfort, not fashion.
我穿衣服只讲舒服，不追求时髦。
2. Alan was very reluctant to leave the warmth and comfort of the fire.
艾伦很不情愿离开暖和舒适的火堆。
3. Now you can watch your favorite movies in the comfort of your own home.
现在你可以舒舒服服地在自己家里看你最喜欢的电影了。
"
coincide,"When our vacations coincided, we often holidayed together.",我们的假期要是凑巧赶在一起，我们常常会一同去度假。,"v.一致，符合；同时发生
","1. When our vacations coincided, we often holidayed together.
我们的假期要是凑巧赶在一起，我们常常会一同去度假。
"
fate,I wouldn’t wish such a fate on my worst enemy.,就算是我不共戴天的仇敌，我也不希望他遭遇这样的命运。,"n.命运
v.注定
","1. I wouldn’t wish such a fate on my worst enemy.
就算是我不共戴天的仇敌，我也不希望他遭遇这样的命运。
"
software,She loaded the new software .,她给电脑装上新的软件。,"n.软件
","1. She loaded the new software .
她给电脑装上新的软件。
2. a software company
软件公司
"
farm,The family has farmed here for generations.,这家人世代在此务农。,"v.种田，务农；经营农场
n.农场；农家；畜牧场
","1. The family has farmed here for generations.
这家人世代在此务农。
"
lag,We’ve had the hot-water tank lagged.,我们已给热水箱加上了保温外罩。,"n.落后；迟延；防护套；囚犯；桶板
v.落后于；押往监狱；加上外套
adj.最后的
","1. We’ve had the hot-water tank lagged.
我们已给热水箱加上了保温外罩。
"
constant,There was a constant stream of visitors to the house.,参观这幢房子的游客川流不息。,"adj.不变的；恒定的；经常的
n.[数] 常数；恒量
","1. There was a constant stream of visitors to the house.
参观这幢房子的游客川流不息。
2. Amy lived in constant fear of being attacked.
埃米一直生活在害怕遭到袭击的恐惧之中。
3. He kept in constant contact with his family while he was in Australia.
他在澳大利亚时一直和家人保持着联系。
"
april,The changes will be introduced in April.,这些变更将于4月实施。,"n.四月
","1. The changes will be introduced in April.
这些变更将于4月实施。
"
amiable,The driver was an amiable young man.,司机是位友善的年轻人。,"adj.和蔼可亲的，亲切的
n.(Amiable)人名；(法)阿米亚布勒；(英)阿米娅布尔
","1. The driver was an amiable young man.
司机是位友善的年轻人。
2. She was in an amiable mood.
她心情很好。
"
worthwhile,He wanted to do a worthwhile job.,他想做有意义的工作。,"adj.值得做的，值得花时间的
","1. He wanted to do a worthwhile job.
他想做有意义的工作。
2. We decided to give the money to a worthwhile cause (= one that helps people ) .
我们决定把这笔钱投入到慈善事业中。
"
departure,There are several departures for New York every day.,每天有好几个班次去纽约。,"n.离开；出发；违背
","1. There are several departures for New York every day.
每天有好几个班次去纽约。
"
shoot,Police shot one suspect when he pulled a gun on them.,警方在一名嫌疑人拔枪指着他们时击毙了他。,"v.射击，射中；拍摄；发芽；使爆炸；给…注射
n.射击；摄影；狩猎；急流
","1. Police shot one suspect when he pulled a gun on them.
警方在一名嫌疑人拔枪指着他们时击毙了他。
2. Smith killed his wife, and then shot himself.
史密斯杀死妻子，然后开枪自杀。
3. A woman was shot dead in an attempted robbery.
一名女子在一桩未遂抢劫案中中枪身亡。
4. The guards have orders to shoot intruders on sight (= shoot them as soon as they see them ) .
卫兵们奉命一见到有人闯入就开枪。
"
